3288.840087890625,-2176.719970703125,9540.419921875
3259.840087890625,-2197.719970703125,9491.419921875
3293.840087890625,-2164.719970703125,9483.419921875
3291.840087890625,-2160.719970703125,9552.419921875
3291.840087890625,-2173.719970703125,9498.419921875
3299.840087890625,-2159.719970703125,9493.419921875
3282.840087890625,-2188.719970703125,9544.419921875
3261.840087890625,-2179.719970703125,9488.419921875
3299.840087890625,-2215.719970703125,9521.419921875
3281.840087890625,-2179.719970703125,9529.419921875
3291.840087890625,-2159.719970703125,9500.419921875
3274.840087890625,-2172.719970703125,9523.419921875
3263.840087890625,-2175.719970703125,9506.419921875
3295.840087890625,-2200.719970703125,9542.419921875
3326.840087890625,-2207.719970703125,9503.419921875
3284.840087890625,-2195.719970703125,9541.419921875
3297.840087890625,-2168.719970703125,9497.419921875
3253.840087890625,-2175.719970703125,9526.419921875
3259.840087890625,-2193.719970703125,9495.419921875
3263.840087890625,-2184.719970703125,9524.419921875
3279.840087890625,-2192.719970703125,9525.419921875
3265.840087890625,-2182.719970703125,9538.419921875
3269.840087890625,-2207.719970703125,9516.419921875
3279.840087890625,-2155.719970703125,9521.419921875
3279.840087890625,-2186.719970703125,9512.419921875
3281.840087890625,-2168.719970703125,9490.419921875
3296.840087890625,-2184.719970703125,9503.419921875
3301.840087890625,-2206.719970703125,9475.419921875
3329.840087890625,-2204.719970703125,9526.419921875
3275.840087890625,-2177.719970703125,9499.419921875
3299.840087890625,-2200.719970703125,9527.419921875
3307.840087890625,-2191.719970703125,9566.419921875
3304.840087890625,-2172.719970703125,9530.419921875
3291.840087890625,-2172.719970703125,9531.419921875
3282.840087890625,-2182.719970703125,9559.419921875
3288.840087890625,-2168.719970703125,9526.419921875
3265.840087890625,-2169.719970703125,9526.419921875
3279.840087890625,-2212.719970703125,9518.419921875
3274.840087890625,-2175.719970703125,9503.419921875
3292.840087890625,-2157.719970703125,9500.419921875
3278.840087890625,-2169.719970703125,9515.419921875
3278.840087890625,-2134.719970703125,9517.419921875
3269.840087890625,-2185.719970703125,9489.419921875
3292.840087890625,-2212.719970703125,9494.419921875
3285.840087890625,-2164.719970703125,9513.419921875
3303.840087890625,-2141.719970703125,9503.419921875
3288.840087890625,-2179.719970703125,9521.419921875
3275.840087890625,-2196.719970703125,9532.419921875
3274.840087890625,-2192.719970703125,9516.419921875
3240.840087890625,-2195.719970703125,9509.419921875
3279.840087890625,-2153.719970703125,9515.419921875
3272.840087890625,-2171.719970703125,9547.419921875
3284.840087890625,-2148.719970703125,9540.419921875
3293.840087890625,-2169.719970703125,9509.419921875
3275.840087890625,-2166.719970703125,9517.419921875
3256.840087890625,-2177.719970703125,9505.419921875
3296.840087890625,-2185.719970703125,9482.419921875
3291.840087890625,-2208.719970703125,9519.419921875
3275.840087890625,-2167.719970703125,9559.419921875
3269.840087890625,-2187.719970703125,9528.419921875
3272.840087890625,-2174.719970703125,9496.419921875
3291.840087890625,-2192.719970703125,9522.419921875
3292.840087890625,-2166.719970703125,9540.419921875
3280.840087890625,-2170.719970703125,9548.419921875
3285.840087890625,-2133.719970703125,9516.419921875
3310.840087890625,-2180.719970703125,9508.419921875
3289.840087890625,-2181.719970703125,9509.419921875
3238.840087890625,-2180.719970703125,9541.419921875
3278.840087890625,-2162.719970703125,9499.419921875
3268.840087890625,-2170.719970703125,9520.419921875
3271.840087890625,-2162.719970703125,9499.419921875
3278.840087890625,-2210.719970703125,9541.419921875
3253.840087890625,-2176.719970703125,9534.419921875
3310.840087890625,-2176.719970703125,9483.419921875
3280.840087890625,-2164.719970703125,9495.419921875
3257.840087890625,-2187.719970703125,9536.419921875
3277.840087890625,-2199.719970703125,9527.419921875
3294.840087890625,-2202.719970703125,9532.419921875
3304.840087890625,-2172.719970703125,9485.419921875
3278.840087890625,-2184.719970703125,9492.419921875
3290.840087890625,-2155.719970703125,9569.419921875
3284.840087890625,-2176.719970703125,9548.419921875
3286.840087890625,-2158.719970703125,9495.419921875
3297.840087890625,-2200.719970703125,9518.419921875
3259.840087890625,-2174.719970703125,9522.419921875
3245.840087890625,-2175.719970703125,9485.419921875
3306.840087890625,-2164.719970703125,9544.419921875
3292.840087890625,-2191.719970703125,9490.419921875
3315.840087890625,-2180.719970703125,9517.419921875
3275.840087890625,-2184.719970703125,9570.419921875
3266.840087890625,-2144.719970703125,9492.419921875
3292.840087890625,-2174.719970703125,9497.419921875
3284.840087890625,-2187.719970703125,9554.419921875
3292.840087890625,-2160.719970703125,9491.419921875
3292.840087890625,-2190.719970703125,9475.419921875
3312.840087890625,-2196.719970703125,9529.419921875
3271.840087890625,-2179.719970703125,9575.419921875
3287.840087890625,-2225.719970703125,9485.419921875
3268.840087890625,-2199.719970703125,9488.419921875
3276.840087890625,-2106.719970703125,9536.419921875
3306.840087890625,-2161.719970703125,9460.419921875
3265.840087890625,-2140.719970703125,9567.419921875
3349.840087890625,-2029.719970703125,9492.419921875
3259.840087890625,-2159.719970703125,9499.419921875
3189.840087890625,-2285.719970703125,9546.419921875
3342.840087890625,-2070.719970703125,9503.419921875
3247.840087890625,-2313.719970703125,9468.419921875
3232.840087890625,-2269.719970703125,9515.419921875
3388.840087890625,-2043.719970703125,9497.419921875
3238.840087890625,-2275.719970703125,9508.419921875
3212.840087890625,-2176.719970703125,9525.419921875
3326.840087890625,-2093.719970703125,9543.419921875
3177.840087890625,-2303.719970703125,9528.419921875
3247.840087890625,-2202.719970703125,9533.419921875
3328.840087890625,-2089.719970703125,9451.419921875
3281.840087890625,-2236.719970703125,9495.419921875
3265.840087890625,-2157.719970703125,9570.419921875
3300.840087890625,-2170.719970703125,9501.419921875
3315.840087890625,-2155.719970703125,9516.419921875
3284.840087890625,-2186.719970703125,9509.419921875
3267.840087890625,-2159.719970703125,9531.419921875
3281.840087890625,-2173.719970703125,9515.419921875
3266.840087890625,-2195.719970703125,9519.419921875
3295.840087890625,-2172.719970703125,9469.419921875
3271.840087890625,-2195.719970703125,9524.419921875
3298.840087890625,-2262.719970703125,9455.419921875
3277.840087890625,-2220.719970703125,9501.419921875
3278.840087890625,-2207.719970703125,9487.419921875
3289.840087890625,-2214.719970703125,9450.419921875
3260.840087890625,-2233.719970703125,9513.419921875
3266.840087890625,-2193.719970703125,9494.419921875
3254.840087890625,-2160.719970703125,9497.419921875
3256.840087890625,-2205.719970703125,9535.419921875
3208.840087890625,-2230.719970703125,9467.419921875
3217.840087890625,-2181.719970703125,9544.419921875
3315.840087890625,-2122.719970703125,9514.419921875
3298.840087890625,-2101.719970703125,9534.419921875
3287.840087890625,-2147.719970703125,9499.419921875
3258.840087890625,-2135.719970703125,9533.419921875
3273.840087890625,-2150.719970703125,9538.419921875
3244.840087890625,-2181.719970703125,9507.419921875
3273.840087890625,-2188.719970703125,9520.419921875
3245.840087890625,-2165.719970703125,9483.419921875
3298.840087890625,-2173.719970703125,9521.419921875
3266.840087890625,-2183.719970703125,9515.419921875
3291.840087890625,-2175.719970703125,9505.419921875
3280.840087890625,-2180.719970703125,9512.419921875
3266.840087890625,-2174.719970703125,9476.419921875
3288.840087890625,-2185.719970703125,9472.419921875
3296.840087890625,-2160.719970703125,9481.419921875
3291.840087890625,-2175.719970703125,9488.419921875
3286.840087890625,-2171.719970703125,9488.419921875
3299.840087890625,-2172.719970703125,9557.419921875
3281.840087890625,-2201.719970703125,9512.419921875
3282.840087890625,-2179.719970703125,9525.419921875
3272.840087890625,-2188.719970703125,9487.419921875
3268.840087890625,-2173.719970703125,9515.419921875
3254.840087890625,-2176.719970703125,9537.419921875
3189.840087890625,-2327.719970703125,9556.419921875
3329.840087890625,-2047.719970703125,9554.419921875
3277.840087890625,-2142.719970703125,9471.419921875
3307.840087890625,-2161.719970703125,9557.419921875
3259.840087890625,-2091.719970703125,9483.419921875
3237.840087890625,-2180.719970703125,9544.419921875
3303.840087890625,-2182.719970703125,9471.419921875
3270.840087890625,-2214.719970703125,9473.419921875
3283.840087890625,-2188.719970703125,9531.419921875
3241.840087890625,-2251.719970703125,9568.419921875
3299.840087890625,-2119.719970703125,9512.419921875
3196.840087890625,-2198.719970703125,9492.419921875
3244.840087890625,-2122.719970703125,9567.419921875
